Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Downtown Lowdown Podcast and Business Profiles,Downtown Halifax Business Commission,"The Downtown Lowdown podcast and DHBC’s ongoing business profiles highlight the real experiences of downtown Halifax entrepreneurs, artists, and restaurateurs through short interviews, videos, and social posts. Episodes and stories are shared across podcast platforms, web, and social media, and are reinforced by in-person events like Open City and small-business spotlights that invite residents to meet the people behind the stories. This coordinated storytelling reframes perceptions of opport...",Brand and perception challenges,"Community Storytelling Campaign: Collect and amplify local success stories (entrepreneurs, artists, tradespeople, returnees) through short videos, podcasts, social posts and local media to reshape narratives about opportunity and quality of life. Volunteer storytellers, schools, and community media can produce content and host listening events.",Livability and Enabling Infrastructure Gaps,"1546 Barrington Street, Suite 104, Halifax, NS B3J 3X7",https://downtownhalifax.ca,info@downtownhalifax.ca,44.6449202,-63.5731504
Member Work-Sharing and Gallery Stewardship Program,ART 1274 Hollis Cooperative Gallery,"ART 1274 Hollis operates as an artist-run cooperative where members staff the gallery, handle cleaning and display maintenance, and assist with minor repairs and event setup. In exchange, member artists receive guaranteed exhibition space and opportunities to schedule talks or pop-up programming, directly linking volunteer stewardship to programming access. This co-op model keeps operating costs low and ensures the venue is sustained by the artists who use it.","Underinvestment in arts, culture, and recreation","Adopt-a-Venue and Maintenance Volunteer Programs: Local groups sponsor and maintain community venues—cleaning, repairs, volunteer staffing—in exchange for programming time. This reduces operating costs and deepens community stewardship of cultural assets.",Livability and Enabling Infrastructure Gaps,"1274 Hollis Street, Halifax, NS B3J 1T3",https://www.art1274hollis.ca,info@art1274hollis.ca,44.6417636,-63.5699961
Work Trade and Skill-Share Programs,The Deanery Project,"Community-based programs offering work-trade opportunities where volunteers exchange hours of service for workshop access or program participation in areas like carpentry, energy efficiency, and sustainable living. Regular skill-share events and work parties facilitate resident-to-resident learning, strengthening a local time-and-skill exchange that reduces cash barriers.",Wage competitiveness versus rising living costs,"Time Banks and Skill-Swap Networks: Set up a localized time-bank system where residents exchange hours of service (childcare, tutoring, maintenance), reducing cash expenses and strengthening community support.",Livability and Enabling Infrastructure Gaps,"37 Deanery Road, Lower Ship Harbour, NS B0J 1Y0",https://www.thedeaneryproject.com,info@thedeaneryproject.com,44.7934935,-62.8436466
Chester Playhouse Rebuild Capital Campaign,Chester Playhouse,"Following a devastating fire, the Chester Playhouse launched a community capital campaign that crowdfunded donations from residents, artists, and alumni to rebuild and modernize the theatre. Local gifts were leveraged alongside major contributions from the Municipality of the District of Chester, the Province of Nova Scotia, and business sponsors, closing the financing gap for construction and equipment. This community-driven funding model restored a key cultural space and strengthened long-t...","Underinvestment in arts, culture, and recreation","Community Crowdfunding and Local Investment Campaigns: Organize crowdfunding drives and community investment shares to finance specific spaces, festivals, or artist incubators. Combine small citizen contributions with matching municipal or business funds to build sustainable capital.",Livability and Enabling Infrastructure Gaps,"22 Pleasant Street, Chester, NS B0J 1J0",https://www.chesterplayhouse.ca,info@chesterplayhouse.ca,44.5384113,-64.2407541
Neptune TourCo,Neptune Theatre,"Neptune Theatre’s touring program brings professional productions to schools, community centres, and rural halls across Nova Scotia, setting up temporary performance spaces in gyms and multi-use rooms. This mobile model rotates locations, expands access to live theatre, and supports emerging performers while avoiding the cost and limitations of permanent venues.","Underinvestment in arts, culture, and recreation","Pop-up and Mobile Venues: Organize short-term pop-up theatres, galleries, and performance stages using vacant storefronts, community centres, parks, and trailers. Rotate locations to activate neighbourhoods, reduce venue scarcity, and give emerging artists exposure without long-term overhead.",Livability and Enabling Infrastructure Gaps,"1593 Argyle Street, Halifax, NS B3J 2B2",https://www.neptunetheatre.com,info@neptunetheatre.com,44.6459551,-63.5739761
Neptune Theatre Patron & Membership Programs,Neptune Theatre,"Neptune maintains donor and patron circles, alongside season memberships/subscriptions, offering benefits such as early access, special events, and recognition. Monthly and annual patron support delivers dependable revenue that underwrites productions and education/outreach initiatives, helping stabilize a key cultural institution that engages and retains young talent in Nova Scotia.",Nonprofit and community-service capacity strain,"Neighbourhood Membership and Patron Models: Encourage community organizations to offer low-cost membership tiers or patron circles that provide reliable, recurring revenue from residents in exchange for modest benefits and stronger community ties.",Livability and Enabling Infrastructure Gaps,"1593 Argyle Street, Halifax, NS B3J 2B2",https://www.neptunetheatre.com,info@neptunetheatre.com,44.6459551,-63.5739761
Artist-in-Residence and Emerging Artist Programs,Cape Breton Centre for Craft & Design,"Cape Breton Centre for Craft & Design offers time-limited residencies and incubator-style placements that provide studio access, mentorship, business skills development, and exhibition opportunities within a nonprofit cultural hub. These programs help returning and early-career craft artists re-establish local experience and visibility while building professional networks across the Island’s creative sector.",Talent retention and return pathways,"Community-sponsored Professional Re-entry Fellowships: Offer time-limited fellowships placing returners in public-sector, cultural or nonprofit roles with mentorship and networking to rebuild local experience and visibility.",Livability and Enabling Infrastructure Gaps,"322 Charlotte Street, Sydney, NS B1P 1C8",https://capebretoncraft.com,info@capebretoncraft.com,46.1379353,-60.1949412
Craft Business Incubator Studios,Cape Breton Centre for Craft & Design,"Cape Breton Centre for Craft & Design provides subsidized studio spaces and shared retail exposure for craft entrepreneurs, with flexible terms that lower entry costs. By combining reduced-rent workspace in a visible downtown Sydney location with business supports, the program helps artisans test markets and grow toward independent retail or longer-term leases.",Barriers to entrepreneurship and access to capital,"Municipal Low-Rent and Flexible Lease Programs: Advocate for municipal policies that offer reduced rent, rent-to-own paths, or short-term flexible leases for startups in key corridors, plus incentives for landlords who host new local businesses.",Livability and Enabling Infrastructure Gaps,"322 Charlotte Street, Sydney, NS B1P 1C8",https://capebretoncraft.com,info@capebretoncraft.com,46.1379353,-60.1949412
Craft Apprenticeship and Mentorship Program,Craft Nova Scotia,"Craft Nova Scotia’s program formally matches emerging craftspeople with master artisans for multi‑month, on‑the‑job mentorship using learning plans, milestones, and portfolio development. The model builds clear career ladders in the trades and arts by guiding mentees from foundational skills to professional practice, while encouraging two‑way knowledge exchange (e.g., reverse‑mentoring on digital marketing or new tools).",Thin job density and limited career ladders,"Mentorship and Career Ladder Networks: Set up formal mentorship programs linking youth and early-career workers with mid- and senior-level local professionals, including reverse-mentoring and structured progression plans.",Livability and Enabling Infrastructure Gaps,"1061 Marginal Road, Suite 140, Halifax, NS B3H 4P7",https://craftnovascotia.ca,info@craftnovascotia.ca,44.638734,-63.5652324
Ross Creek Arts Weekends & Open Studios,Ross Creek Centre for the Arts,"Ross Creek hosts seasonal arts weekends, public open studios, and cultural workshops with local artists, often paired with food experiences and recommendations for nearby B&Bs and accommodations. These bookable, hands-on experiences are marketed across the province and invite visitors to engage directly with artists and rural culture. The programming generates income for creatives and local small businesses while strengthening the region’s cultural tourism offerings.","Underinvestment in arts, culture, and recreation","Cultural Tourism and Local Experience Packages: Develop walking tours, seasonal cultural weekends, and artist studio visits marketed regionally. Small businesses, B&Bs, and creatives collaborate to create packages that generate revenue and profile for local culture.",Livability and Enabling Infrastructure Gaps,"555 Ross Creek Road, Canning, NS B0P 1H0",https://artscentre.ca,mail@artscentre.ca,45.1577166,-64.4209904
Ross Creek Volunteer Program & Work-Exchange,Ross Creek Centre for the Arts,"Volunteers help with facility upkeep, gardens and trails, set/prop building, and event staffing at the Ross Creek Centre for the Arts. In exchange, participants earn access to workshops, studio/rehearsal space, or program credits—linking hands-on venue maintenance to time in the arts facilities. The program strengthens community ownership of the campus and reduces operating costs for year-round cultural programming.","Underinvestment in arts, culture, and recreation","Adopt-a-Venue and Maintenance Volunteer Programs: Local groups sponsor and maintain community venues—cleaning, repairs, volunteer staffing—in exchange for programming time. This reduces operating costs and deepens community stewardship of cultural assets.",Livability and Enabling Infrastructure Gaps,"555 Ross Creek Road, Canning, NS B0P 1H0",https://artscentre.ca,mail@artscentre.ca,45.1577166,-64.4209904
Education & Outreach Program (Anti-Black Racism and African Nova Scotian History Workshops),Black Cultural Centre for Nova Scotia,"The Black Cultural Centre for Nova Scotia’s Education & Outreach Program offers anti-Black racism and African Nova Scotian history workshops to schools, municipalities, police, and businesses. Sessions are co-created with African Nova Scotian historians, community leaders, and youth, and use local case studies to reduce bias and foster equitable, culturally competent practices.","Inclusion, equity, and belonging deficits","Cultural Competency and Anti-Racism Trainings: Deliver regular, locally tailored workshops co-designed with Mi'kmaq, African Nova Scotian, newcomer, 2SLGBTQ+, and disability advocates for schools, businesses, and community groups to reduce bias and improve intercultural interaction.",Livability and Enabling Infrastructure Gaps,"10 Cherry Brook Road, Cherry Brook, NS B2Z 1A8",https://bccns.com,info@bccns.com,44.7069344,-63.4746486
Restorative Circles and Conflict Transformation Programs,Tatamagouche Centre,"Tatamagouche Centre delivers community-based restorative circles, conflict transformation, and anti-racism dialogue programs across Nova Scotia. The Centre trains and mobilizes facilitators and volunteer circle-keepers to convene mediated circles in neighbourhoods and organizations after incidents of harm or discrimination, focusing on healing, accountability, and relationship repair. Its programs partner with Mi’kmaq, African Nova Scotian, and newcomer communities to ensure culturally ground...","Inclusion, equity, and belonging deficits",Neighbourhood Restorative Justice and Conflict Resolution: Set up restorative circles and mediation services facilitated by trained community volunteers to address interpersonal discrimination incidents and rebuild trust without defaulting to punitive systems.,Livability and Enabling Infrastructure Gaps,"259 Loop of Hwy 6, Tatamagouche, NS B0K 1V0",https://www.tatacentre.ca,info@tatacentre.ca,45.7109353,-63.2879017
Membertou Heritage Park (Mi’kmaq Cultural Workshops & Youth Programs),Membertou Heritage Park,"Membertou Heritage Park offers Elder-led cultural workshops and youth experiences featuring Mi’kmaw language, drumming, storytelling, and traditional crafts such as beadwork and basketry. Youth learn directly from Elders and Knowledge Holders, reinforcing intergenerational ties, cultural continuity, and leadership grounded in Mi’kma’ki.","Inclusion, equity, and belonging deficits","Elder–Youth Knowledge Exchanges: Facilitate programs where Mi'kmaq elders, African Nova Scotian storytellers, and community elders mentor youth—sharing cultural practices, local history, trades skills, and leadership development to strengthen belonging.",Livability and Enabling Infrastructure Gaps,"35 Su'n Awti, Membertou, NS B1S 0H1",https://membertouheritagepark.com,info@membertouheritagepark.com,45.890253,-60.960521
Youth Project Drop-In and Support Programs,The Youth Project,"The Youth Project operates a safe, affirming drop-in space and peer-led groups for 2SLGBTQ+ youth across Nova Scotia. Staff provide one-on-one peer support, mental-health referrals, sex-positive education and supplies, and maintain up-to-date resource lists for emergency housing and crisis supports for youth facing family rejection or homelessness.","Inclusion, equity, and belonging deficits","2SLGBTQ+ Safe Spaces and Drop-in Centres: Fund and volunteer for community drop-in centres that provide peer support, mental-health referrals, sex-positive education, and emergency housing lists for 2SLGBTQ+ youth and adults facing discrimination or family rejection.",Livability and Enabling Infrastructure Gaps,"2281 Brunswick Street, Halifax, NS B3K 2Y5",https://youthproject.ns.ca,info@youthproject.ns.ca,44.6545219,-63.583592
2SLGBTQ+ Inclusion Workshops,The Youth Project,"The Youth Project offers province-wide education sessions that teach practical allyship, inclusive language, and safe bystander responses to homophobia and transphobia in schools, youth programs, and community organizations. Workshops provide concrete tools for supporting 2SLGBTQ+ youth experiencing harassment, including how to de-escalate situations and follow up with impacted individuals.","Inclusion, equity, and belonging deficits","Community Allyship and Bystander Intervention Campaigns: Run neighbourhood campaigns and short workshops that teach practical allyship behaviours, safe bystander interventions, and how to support people experiencing racism, homophobia, transphobia, or ableism.",Livability and Enabling Infrastructure Gaps,"2281 Brunswick Street, Halifax, NS B3K 2Y9",https://youthproject.ns.ca,info@youthproject.ns.ca,44.6545219,-63.583592
CFAT Membership and Equipment Rentals,Centre for Art Tapes,"Centre for Art Tapes (CFAT) operates a membership‑based media arts centre offering affordable rentals of cameras, audio gear, lighting kits, and access to editing/animation suites. Members pay reduced rates for equipment and facilities on a per‑use basis, significantly lowering capital costs for film, video, and media entrepreneurs. Training and mentorship programs further support commercialization and project delivery.",Barriers to entrepreneurship and access to capital,"Community Equipment and Maker Spaces: Establish co-op maker spaces and equipment libraries where entrepreneurs can access tools, fabrication equipment, film/editing suites, and rehearsal space on a pay-per-use or membership basis to lower capital costs.",Livability and Enabling Infrastructure Gaps,"2238 Maitland Street, Halifax, NS B3K 2Z9",https://www.cfat.ca,info@cfat.ca,44.6531181,-63.5841036
Disrupting Racism: Learning,Nova Scotia Human Rights Commission,"The Nova Scotia Human Rights Commission delivers the Disrupting Racism learning series and community workshops that build practical skills to recognize, interrupt, and report racism. Sessions include concrete allyship behaviours and safe bystander strategies so participants can intervene without escalating harm and better support those experiencing anti-Black and anti-Indigenous racism and other discrimination in public and workplace settings.","Inclusion, equity, and belonging deficits","Community Allyship and Bystander Intervention Campaigns: Run neighbourhood campaigns and short workshops that teach practical allyship behaviours, safe bystander interventions, and how to support people experiencing racism, homophobia, transphobia, or ableism.",Livability and Enabling Infrastructure Gaps,"5657 Spring Garden Road, Suite 305, Halifax, NS B3J 3R4",https://humanrights.novascotia.ca,hrcinquiries@novascotia.ca,44.6434021,-63.5788533
Youth Social Enterprise & Mentorship,Hope Blooms,"Hope Blooms engages predominantly African Nova Scotian youth in a community-led social enterprise, pairing them with local chefs, entrepreneurs, gardeners, and artists who mentor in business, culinary, agriculture, and creative skills. Youth co-design and run real ventures, develop networks with professionals, and access scholarships—building confidence and career pathways that anchor them in Nova Scotia’s economy and community.","Inclusion, equity, and belonging deficits","Community Mentorship Circles for Youth: Create mentorship programs pairing youth from marginalized groups with local professionals, tradespeople, and artists to build networks, career pathways, apprenticeships, and confidence to stay or return home.",Livability and Enabling Infrastructure Gaps,"2468 Maynard Street, Halifax, NS B3K 3V5",https://hopeblooms.ca,info@hopeblooms.ca,44.6531004,-63.5880313
Hope Blooms,Hope Blooms,"A youth-led community garden and greenhouse that grows food and produces value-added products to fund scholarships and community programs in Halifax’s North End. It mobilizes local land, youth leadership, and donated tools to run community suppers, mentorship, and food sharing—an asset-based model that reduces food costs and builds strong neighborhood ties. Activities are resident-driven, keeping resources and benefits circulating locally.",Nonprofit and community-service capacity strain,"Asset-Based Community Development Projects: Map local assets (skills, spaces, tools) and launch initiatives that mobilize those assets for community benefit—repair cafes, tool libraries, community gardens—reducing costs and building social ties.",Livability and Enabling Infrastructure Gaps,"2436 Brunswick Street, Halifax, NS B3K 2Z3",https://hopeblooms.ca,info@hopeblooms.ca,44.6551079,-63.5848187
CBRM Social Procurement and Local Benefits in Tenders,Cape Breton Regional Municipality,"Cape Breton Regional Municipality (CBRM) incorporates social value considerations into its tendering and RFP processes, encouraging bidders to outline plans for local hiring, apprenticeship participation, and training as part of project delivery. By evaluating proposals on these workforce development commitments alongside price and quality, CBRM leverages municipal procurement to expand good jobs and career-ladder opportunities in the region.",Thin job density and limited career ladders,"Municipal Procurement for Local Career Development: Adopt municipal procurement clauses that prioritize local suppliers who commit to local hiring, apprenticeships or career-ladder guarantees, using public spend to grow quality roles.",Livability and Enabling Infrastructure Gaps,"320 Esplanade, Sydney, NS B1P 7B9",https://www.cbrm.ns.ca,purchasing@cbrm.ns.ca,46.1371609,-60.1960651
CBRM Rural Broadband Upgrade Program,Cape Breton Regional Municipality,"Cape Breton Regional Municipality collaborates with local ISPs and community stakeholders to extend fibre and fixed‑wireless coverage to rural and exurban areas of the municipality. By coordinating community sign‑ups, contributing municipal resources and rights‑of‑way, leveraging IFNSI and federal funding, and negotiating bulk service agreements, the program reduces per‑premise costs and accelerates last‑mile upgrades across rural Cape Breton.",Regional disparities between HRM and rural communities,"Community Broadband Partnerships: Form local consortia (municipalities, businesses, co‑ops) to co‑fund last‑mile broadband upgrades, apply for provincial/federal grants, and negotiate bulk service agreements to improve internet access across rural areas.",Livability and Enabling Infrastructure Gaps,"320 Esplanade, Sydney, NS B1P 7B9",https://www.cbrm.ns.ca,central@cbrm.ns.ca,46.1371609,-60.1960651
Grants to Organizations Program,Cape Breton Regional Municipality,"Cape Breton Regional Municipality’s Grants to Organizations Program provides annual operating, program, and capital support to non‑profit groups, alongside in‑kind assistance such as facility fee waivers under municipal policies. Together with CBRM’s tax‑exemption by‑law for non‑profits, it advances the solution by delivering stable municipal operating assistance, reducing cost barriers to community spaces, and formalizing partnerships that recognize the value of local social infrastructure.",Nonprofit and community-service capacity strain,"Local Policy and Municipal Partnership Advocacy: Coordinate resident and nonprofit advocacy for municipal policies that provide stable operating grants, fee waivers for community spaces, and partnership agreements that recognize the value of local social infrastructure.",Livability and Enabling Infrastructure Gaps,"320 Esplanade, Sydney, NS B1P 7B9",https://www.cbrm.ns.ca,cbrm@cbrm.ns.ca,46.1371609,-60.1960651
ArtReach (Education & Outreach),Art Gallery of Nova Scotia,"AGNS’s ArtReach program brings artist-educators into schools, libraries, and community venues across Nova Scotia to deliver workshops and collaborative projects with children and youth. Activities often culminate in shared exhibitions or community art displays that reflect local stories, strengthening skills and connections among participants. Programming is supported by the Gallery’s donors, sponsors, and foundation partners to reduce barriers to access.","Underinvestment in arts, culture, and recreation","Artist-in-School and Community Residency Programs: Partner schools, libraries, and community centres with artists for temporary residencies that deliver workshops, co-created public works, and skill-building for youth. Funding comes from microgrants, parent councils, and local foundations.",Livability and Enabling Infrastructure Gaps,"1723 Hollis Street, Halifax, NS B3J 1V9",https://agns.ca,info@agns.ca,44.6480407,-63.5728911
Art Gallery of Nova Scotia Membership Program,Art Gallery of Nova Scotia,"AGNS offers tiered annual memberships (including student, individual, family, and patron levels) that provide benefits like free admission, discounts, and previews. These low-cost and patron-tier memberships generate predictable, recurring revenue that supports exhibitions, education, and community programs, strengthening the cultural fabric that helps retain and attract young people.",Nonprofit and community-service capacity strain,"Neighbourhood Membership and Patron Models: Encourage community organizations to offer low-cost membership tiers or patron circles that provide reliable, recurring revenue from residents in exchange for modest benefits and stronger community ties.",Livability and Enabling Infrastructure Gaps,"1723 Hollis Street, Halifax, NS B3J 1V9",https://agns.ca,agns@novascotia.ca,44.6480407,-63.5728911
Emergency Assistance Program,Mi'kmaw Native Friendship Centre,"The Mi'kmaw Native Friendship Centre offers emergency financial assistance, shelter supports, and basic‑needs help to urban Indigenous individuals and families who are displaced or impacted by storms and flooding. This rapid‑response support functions as a community emergency fund, bridging gaps when private insurance is unavailable or delayed and helping residents recover more quickly from climate‑related housing and livelihood disruptions.",Climate risk and community resilience,"Community flood insurance pools and emergency funds: Create locally managed insurance cooperatives or reserve funds to lower premium volatility, speed recovery, and cover gaps where private insurance is unavailable.",Livability and Enabling Infrastructure Gaps,"2029 Gottingen Street, Halifax, NS B3K 3A9",https://www.mnfc.ca,info@mnfc.ca,44.6505111,-63.5810952
Green Crab Mitigation and Eelgrass Habitat Restoration (Annapolis Basin),Clean Annapolis River Project (CARP),"CARP partners with researchers and volunteers to reduce green crab impacts and pilot eelgrass restoration in the Annapolis Basin and nearby estuaries. Rebuilt seagrass beds help attenuate waves and trap sediment, stabilizing shorelines while improving water quality and habitat that supports local shellfish and finfish harvesters.",Climate risk and community resilience,"Habitat restoration to stabilize shorelines: Restore eelgrass beds, oyster reefs, and kelp where appropriate to dampen wave energy, trap sediment, and support food systems important to local fishers.",Livability and Enabling Infrastructure Gaps,"314 St. George Street, Annapolis Royal, NS B0S 1A0",https://annapolisriver.ca,carp@annapolisriver.ca,44.7429043,-65.518273
Coastal Restoration and Dune Stabilization,ACAP Cape Breton,"ACAP Cape Breton runs community-based coastal restoration that includes dune stabilization and nourishment on Cape Breton beaches, using sand fencing and transplanting of beach grasses to rebuild degraded dunes. The initiative engages volunteers and partners with provincial parks staff, municipalities, and local sponsors to reduce storm and flood risks to adjacent roads, homes, and recreational spaces while maintaining public access.",Climate risk and community resilience,"Dune and beach nourishment programs: Local initiatives to rebuild and maintain dunes and beaches using community labour, volunteers, and partnership funding to protect coastal properties and recreational assets.",Livability and Enabling Infrastructure Gaps,"90 Esplanade, Sydney, NS B1P 1A1",https://www.acapcb.ns.ca,info@acapcb.ns.ca,46.142419,-60.198631
Sydney Harbour Watershed Health Program (Collaborative Grants),ACAP Cape Breton,"ACAP Cape Breton convenes community associations, schools, and local governments around Sydney Harbour and regional watersheds to deliver restoration and education projects. As the lead applicant, ACAP develops large, multi-partner grant proposals and centralizes grant writing, reporting, and compliance, enabling smaller community groups to pool capacity and participate in projects funded by federal/provincial and foundation grants. This coordinated approach mirrors a shared grant-writing con...",Nonprofit and community-service capacity strain,"Coordinated Grant-Writing Consortium: Form a consortium where several small organizations pool staff time or hire a shared grant writer to pursue larger grants they could not access alone, improving success rates and funding stability.",Livability and Enabling Infrastructure Gaps,"90 Esplanade, Sydney, NS B1P 1A1",https://www.acapcb.ns.ca,info@acapcb.ns.ca,46.142419,-60.198631
Clean Leaders,Clean Foundation,"Clean Leaders is a paid green-jobs training and employment program that places youth with host organizations across Nova Scotia for hands-on work in areas like shoreline restoration, energy-efficiency upgrades, invasive species management, and community climate projects. Participants gain certifications and practical experience that translate into careers in the green trades and environmental services. By building a skilled local workforce for climate adaptation and energy efficiency, the pro...",Climate risk and community resilience,"Diversify coastal livelihoods and skills training: Offer local training and startup support for aquaculture, green trades, ecotourism, and digital/remote work to reduce economic reliance on vulnerable resource sectors.",Livability and Enabling Infrastructure Gaps,"126 Portland Street, Dartmouth, NS B2Y 1H8",https://cleanfoundation.ca,info@cleanfoundation.ca,44.6659186,-63.5662829
Rainscaping Program,Bluenose Coastal Action Foundation,"Coastal Action’s Rainscaping Program helps homeowners install low-impact stormwater solutions—such as rain gardens, bioswales, downspout disconnections, and rain barrels—to reduce runoff and localized flooding. The organization provides site assessments, designs, education, and often coordinates volunteer planting days or cost-shared installations when funding is available, directly improving property drainage and flood resilience.",Climate risk and community resilience,"Resilient housing retrofit assistance: Local programs offering grants, bulk procurement, or volunteer labour to raise foundations, flood-proof basements, improve drainage, and retrofit homes to withstand extreme weather.",Livability and Enabling Infrastructure Gaps,"37 Tannery Road, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3756187,-64.3193573
Halifax Water Stormwater Service,Halifax Water,"Halifax Water plans, builds, and maintains stormwater infrastructure across the municipality, including naturalized stormwater ponds, constructed wetlands, and upstream detention basins that slow runoff and reduce peak flows in urban watersheds. These nature-based assets improve water quality, decrease flood risk for neighbourhoods and roads, and often provide green spaces and habitat for wildlife.",Climate risk and community resilience,"Small-scale nature-based flood retention: Create ponds, wetlands, and upstream retention basins in watersheds to slow runoff, reduce peak flows, and provide recreational and biodiversity benefits.",Livability and Enabling Infrastructure Gaps,"450 Cowie Hill Road, Halifax, NS B3P 2V3",https://www.halifaxwater.ca/stormwater,CustomerService@halifaxwater.ca,44.62613,-63.623556
Time-of-Day (TOD) Rate for Electric Thermal Storage (ETS),Nova Scotia Power Inc.,"Nova Scotia Power’s Time-of-Day rate encourages customers to use Electric Thermal Storage heaters and other controllable loads to charge or operate primarily during off‑peak hours. By shifting heating and other electricity use away from peak periods—often coordinated with programmable thermostats and timers—communities collectively reduce peak demand, mitigating grid constraints and improving affordability through lower bills and system cost savings.",Energy affordability and reliability,"Community demand‑response and load‑flex programs: Organize local demand‑response clusters (smart thermostats, timed EV charging, coordinated industrial loads) so the community can reduce peak demand, earn incentives, and ease grid constraints during critical periods.",Livability and Enabling Infrastructure Gaps,"1223 Lower Water Street, Halifax, NS B3J 3S8",https://www.nspower.ca,customerservice@nspower.ca,44.6419859,-63.5673509
Port Hawkesbury Biomass Combined Heat and Power (CHP),Nova Scotia Power Inc.,"Nova Scotia Power’s biomass CHP facility at Point Tupper generates electricity while delivering process steam to the adjacent Port Hawkesbury Paper mill, a shared thermal application across an industrial site. By using locally sourced biomass and capturing thermal energy for on‑site industry, it exemplifies district/industrial park heating that cuts reliance on separate electric heating and improves overall energy efficiency.",Energy affordability and reliability,"District heating and shared thermal systems: Develop small-scale district heating (biomass, waste heat recovery, geo) in dense communities or industrial parks to reduce reliance on electrical heating, lower per‑unit energy costs and capture local fuel resources.",Livability and Enabling Infrastructure Gaps,"120 Pulp Mill Road, Port Hawkesbury, NS B9A 1A1",https://www.nspower.ca,,45.6180851,-61.3574589
Eelgrass Monitoring and Restoration Project,Coastal Action,"Coastal Action restores eelgrass (Zostera marina) in South Shore coves using methods like green crab removal and eelgrass transplanting to rebuild meadows lost to erosion and invasive species. Restored eelgrass beds attenuate wave energy and trap sediments, helping stabilize vulnerable shorelines while improving nursery habitat for lobster and finfish that support local fisheries.",Climate risk and community resilience,"Habitat restoration to stabilize shorelines: Restore eelgrass beds, oyster reefs, and kelp where appropriate to dampen wave energy, trap sediment, and support food systems important to local fishers.",Livability and Enabling Infrastructure Gaps,"37 Tannery Road, Unit 8, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3756187,-64.3193573
Oyster Habitat Restoration,Coastal Action,"This initiative rebuilds native oyster reef habitat in Mahone Bay by deploying shell cultch and reef structures that provide substrate for oyster settlement and growth. Re-establishing oyster reefs dampens waves and encourages sediment deposition, which stabilizes shorelines and boosts water quality and habitat that benefit inshore fisheries and local harvesters.",Climate risk and community resilience,"Habitat restoration to stabilize shorelines: Restore eelgrass beds, oyster reefs, and kelp where appropriate to dampen wave energy, trap sediment, and support food systems important to local fishers.",Livability and Enabling Infrastructure Gaps,"37 Tannery Road, Unit 8, Lunenburg, NS B0J 2C0",https://www.coastalaction.org,info@coastalaction.org,44.3756187,-64.3193573
ANTIGo On-Demand Transit,Town of Antigonish,"ANTIGo is the Town of Antigonish’s app-enabled, on-demand microtransit service that pools ride requests and dynamically routes vehicles to improve coverage and reduce wait times. By deploying a scheduling platform for microtransit and iterating based on rider data, ANTIGo operationalizes the solution’s focus on prototyping and incubating low‑cost mobility tools that expand access to jobs, campus, and services for residents without cars.",Infrastructure and mobility gaps,"Local Mobility Innovation Challenges: Host hackathons or challenge grants inviting students, entrepreneurs and civic groups to prototype low-cost mobility solutions—apps for ride-matching, scheduling tools for microtransit, or cargo-bike delivery pilots—then incubate promising ideas locally.",Livability and Enabling Infrastructure Gaps,"274 Main Street, Antigonish, NS B2G 2C4",https://www.antigonish.ca,info@antigonish.ca,45.6227052,-61.99171
Accelerate Program,Invest Nova Scotia,"Invest Nova Scotia’s Accelerate Program provides non-dilutive, milestone-based funding (small startup grants) to help early-stage companies validate and grow, with many founders being young entrepreneurs. Participants also receive structured training and free clinics through partner experts—covering legal, IP, accounting, and marketing—to build scalable businesses that can hire locally as they expand.",Thin job density and limited career ladders,"Youth Entrepreneurship Microgrants and Clinics: Offer small start-up grants plus free legal, accounting and marketing clinics through community partners to help young entrepreneurs create scalable businesses that can hire locally as they grow.",Livability and Enabling Infrastructure Gaps,"1871 Hollis Street, Suite 1101, Halifax, NS B3J 0C3",https://investnovascotia.ca,info@investnovascotia.ca,44.6497244,-63.5736776
The Labs at the Life Sciences Research Institute (LSRI),Invest Nova Scotia,"Invest Nova Scotia’s The Labs at the Life Sciences Research Institute offers affordable shared wet labs, co-working offices, and specialized equipment for health, biotech, and medical device startups. As a life-sciences pod, it colocates companies with mentors, clinical and academic partners, and shared core facilities, lowering barriers to R&D while building a dense talent network. The setup helps firms grow from founder-led teams to multi-disciplinary employers (R&D, QA/RA, manufacturing, a...",Thin job density and limited career ladders,"Co-working Spaces with Sector 'Pods': Develop affordable co-working facilities that include sector-specific pods (tech, creative, trades-adjacent services) to concentrate talent, foster collaboration and accelerate company growth into multi-role employers.",Livability and Enabling Infrastructure Gaps,"1344 Summer Street, Halifax, NS B3H 0A8",https://investnovascotia.ca,info@investnovascotia.ca,44.6397624,-63.5829145
