Program,Organization,Description,Challenge,Solution,Theme,Address,Website,Email,Latitude,Longitude
Truro BuskerFest,Downtown Truro Partnership,"Truro BuskerFest is an annual street-performance festival that brings pop-up stages and roaming acts to sidewalks, storefronts, and civic plazas throughout downtown Truro. Using mobile, low-footprint setups and scheduled showtimes, the event adheres to local street-use and noise rules while creating a vibrant, walkable circuit of micro-venues. The program disperses audiences across multiple blocks, boosting local commerce and giving emerging performers paid, high-visibility opportunities.","Arts, Culture, and Nightlife Space Constraints","Pop-Up and Micro-Venue Program: Organize an ongoing calendar of pop-up concerts, readings, and performances in parks, plazas, storefronts and unused lots using simple staging and noise-curfew strategies; rotate locations and Promoters to spread opportunity and foot traffic.",Fragmented Policy and Governance Architecture,"605 Prince Street, Truro, NS B2N 1G2",https://downtowntruro.ca,info@downtowntruro.ca,45.3654528,-63.2832201
Façade Improvement Program,Downtown Truro Partnership,"Downtown Truro Partnership provides matching grants to commercial property owners and tenants to complete storefront improvements that comply with municipal permitting and design guidelines. Eligible expenses often include design/engineering drawings, required inspections, permit fees, and minor accessibility or safety upgrades, helping businesses meet regulatory conditions faster and continue renovations without financial bottlenecks.",Regulatory Burden and Slow Permitting,"Micro-Grant Program for Fast-Track Compliance: Fund small grants to help applicants meet regulatory requirements quickly (e.g., paying for a required inspection, engineering memo, or minor retrofits) so projects aren't stalled for lack of cash.",Fragmented Policy and Governance Architecture,"605 Prince Street, Truro, NS B2N 1G2",https://downtowntruro.ca,info@downtowntruro.ca,45.3654528,-63.2832201
Settlement Services,YWCA Halifax,"YWCA Halifax’s Settlement Services provide trauma-informed counselling, case management, and referrals for newcomer women and youth, with access to interpretation and multilingual navigation. The program supports mental wellness by offering culturally responsive, gender-informed services that help youth connect to the right health and social supports quickly.",Health Care and Mental Health Access Shortfalls,"Culturally safe and Indigenous-led services: Support Indigenous and newcomer-led counselling, traditional healing programs and multilingual navigators to ensure services are welcoming and effective for diverse youth.",Fragmented Policy and Governance Architecture,"358 Herring Cove Road, Suite 102, Halifax, NS B3R 1V8",https://ywcahalifax.com,info@ywcahalifax.com,44.6122376,-63.6172244
Book a Room (Private Study and Meeting Rooms for Virtual Care),Halifax Public Libraries,"Halifax Public Libraries offers free, bookable private rooms and study spaces with reliable high-speed internet where residents can attend virtual primary care or mental health appointments. Library staff provide basic tech help (e.g., setting up devices, using Zoom/Teams, connecting headsets) and can assist patrons in accessing Nova Scotia Health’s VirtualCareNS or other telehealth platforms, effectively functioning as community telehealth hubs.",Health Care and Mental Health Access Shortfalls,"Community telehealth hubs: Privacy-equipped rooms in libraries, community centres and youth hubs with high-speed internet and trained facilitators to help residents connect with virtual primary care and mental health appointments.",Fragmented Policy and Governance Architecture,"5440 Spring Garden Road, Halifax, NS B3J 1E9",https://www.halifaxpubliclibraries.ca,askus@halifaxpubliclibraries.ca,44.6428872,-63.5752999
Public Naloxone Training and Kit Distribution at Halifax Public Libraries,Halifax Public Libraries,"Halifax Public Libraries hosts recurring public naloxone trainings in partnership with Nova Scotia Health and local harm-reduction organizations, and many branches keep free Take Home Naloxone kits for patrons. Through branch events, staff education, and outreach, libraries help community members learn overdose response and direct them to the provincial site locator map to find kit locations across HRM.","Public Safety, Housing Insecurity, and Substance Use Harms","Community naloxone distribution and training: Organize regular public naloxone training sessions and free kit distribution at community centres, libraries, faith groups, events and shelters, and create a local map of kit locations.",Fragmented Policy and Governance Architecture,"5440 Spring Garden Road, Halifax, NS B3J 1E9",https://www.halifaxpubliclibraries.ca,,44.6428872,-63.5752999
Tech Help Volunteers and Data Literacy Workshops,Halifax Public Libraries,"Halifax Public Libraries recruits and trains volunteer Tech Tutors and hosts free data/digital literacy workshops at branches such as Halifax Central Library. These volunteers act as data stewards for the community by helping individuals and small organizations clean spreadsheets, catalogue program information, and adopt privacy-conscious practices when sharing data. By supporting patrons and community groups to update and use shared tools consistently, the library helps improve data quality ...",Fragmented Governance and Data Silos,"Volunteer Data Stewards Network: Train a network of volunteer data stewards drawn from libraries, community centres and colleges to help smaller organizations manage basic data tasks (cataloguing programs, anonymizing records, updating shared systems) and to support consistent data quality across the community.",Fragmented Policy and Governance Architecture,"5440 Spring Garden Road, Halifax, NS B3J 1E9",https://www.halifaxpubliclibraries.ca,askus@halifaxpubliclibraries.ca,44.6428872,-63.5752999
Bulk Buy & Community Kitchen (Spryfield),Chebucto Connections,"Chebucto Connections coordinates a neighbourhood Bulk Buy program and hosts community kitchen sessions that help residents pool funds to purchase wholesale produce and then batch-cook or preserve it together. Linked with nearby community gardens, this hub model lowers per-household food costs, stabilizes seasonal prices through bulk purchasing, and creates a reliable local distribution point for fresh food.",Cost of Living and Energy Affordability,"Community Food Hubs, Gardens and Preserving Co-ops: Shared land gardens, community kitchens and bulk-preservation co-ops increase access to affordable fresh food, reduce grocery bills, stabilize seasonal prices, and create local food distribution channels.",Fragmented Policy and Governance Architecture,"531 Herring Cove Road, Halifax, NS B3R 1X3",https://www.chebuctoconnections.ca,info@chebuctoconnections.ca,44.6009646,-63.6087078
Private Rooms and Digital Assistance for Virtual Health Visits,Cape Breton Regional Library,"McConnell Library in Sydney offers bookable quiet rooms and computer workstations with high-speed internet where community members can attend virtual appointments with primary care providers or mental health clinicians. Staff can assist with video platform setup, device connection, and privacy accessories (e.g., headsets), making the branch a practical telehealth access point for Cape Breton residents.",Health Care and Mental Health Access Shortfalls,"Community telehealth hubs: Privacy-equipped rooms in libraries, community centres and youth hubs with high-speed internet and trained facilitators to help residents connect with virtual primary care and mental health appointments.",Fragmented Policy and Governance Architecture,"50 Falmouth Street, Sydney, NS B1P 6X9",https://www.cbrl.ca,info@cbrl.ca,46.1356139,-60.1934179
Sponsored Employee (Loaned Representative) Program,United Way Halifax,"United Way Halifax’s Sponsored Employee (Loaned Representative) Program seconds mid-career employees from local companies to United Way for a campaign term, where they manage workplace campaigns, liaise with dozens of employers, and lead community initiatives. This structured, time-bound secondment exposes professionals to cross-sector leadership and project management responsibilities while keeping them embedded in the local community, directly aligning with an inter-company secondment model...",Limited Mid-Career Progression and Firm Scale,"Inter-Company Secondment Program: Coordinate short-term rotations among local firms and nonprofits to broaden mid-career professionals' experience, reduce skill gaps, and expose them to leadership responsibilities without leaving the community.",Fragmented Policy and Governance Architecture,"46 Portland Street, 7th Floor, Dartmouth, NS B2Y 1H4",https://www.unitedwayhalifax.ca,info@unitedwayhalifax.ca,44.6799707,-63.5720232
Wildfire Recovery Appeal,United Way Halifax,"United Way Halifax manages a community-operated emergency fund that rapidly channels donations to households affected by climate-related disasters, such as the 2023 HRM wildfires. Working through local partner agencies, the appeal provides quick financial assistance (e.g., gift cards, basic needs, temporary shelter support) to stabilize families during evacuation and early recovery, embodying a pooled, community-managed resilience fund.",Climate Resilience and Environmental Risks,Community Mutual Aid and Resilience Funds: Establish local emergency funds or insurance pools managed by community organizations to provide quick financial support for households and small businesses after climate disasters.,Fragmented Policy and Governance Architecture,"46 Portland Street, 7th Floor, Dartmouth, NS B2Y 1H4",https://www.unitedwayhalifax.ca,info@unitedwayhalifax.ca,44.6799707,-63.5720232
Halifax Coordinated Access (Reaching Home),United Way Halifax,"United Way Halifax leads the community’s Coordinated Access system for people experiencing homelessness, using a standardized intake and assessment to add individuals to a shared By-Name List and refer them to the most suitable housing and support providers. Participating agencies agree to common data fields and referral protocols, which reduces duplicate paperwork and enables warm handoffs without centralizing more personal data than necessary.",Fragmented Governance and Data Silos,"Shared Intake & Referral Toolkit: Co-create a lightweight shared intake and referral form and referral pathways that local organizations can adopt. Standardized intake reduces repeated paperwork for young people, speeds handoffs between agencies, and makes it easier to track who is being served without centralizing sensitive personal data.",Fragmented Policy and Governance Architecture,"7001 Mumford Road, Tower 1, Suite 1300, Halifax, NS B3L 2H8",https://www.unitedwayhalifax.ca,hello@unitedwayhalifax.ca,44.648618,-63.5859487
Town of Lunenburg Physician Recruitment Initiative,Town of Lunenburg,"The Town of Lunenburg collaborates with local businesses, housing providers, and health-system partners to attract family physicians and other clinicians to the community. The initiative offers municipal incentive supports, assists with housing searches and relocation logistics, and connects providers and their families to community ambassadors, clubs, and social networks; it also facilitates mentorship linkages with local practitioners. These community-driven packages help new clinicians set...",Health Care and Mental Health Access Shortfalls,"Local clinician recruitment and retention partnerships: Community-driven incentive packages (mentorship, subsidized housing, relocation supports, integration into local social networks) developed with municipal and business partners to attract and keep providers.",Fragmented Policy and Governance Architecture,"119 Cumberland Street, Lunenburg, NS B0J 2C0",https://www.townoflunenburg.ca,info@townoflunenburg.ca,44.37796,-64.3098233
Heritage Advisory Committee,Town of Lunenburg,"Lunenburg’s Heritage Advisory Committee is a citizen volunteer panel trained in the town’s Heritage Conservation District guidelines that reviews Heritage Permit applications for minor exterior alterations, storefront changes, and signage. When applications align with the standards, the committee’s recommendation allows municipal staff or Council to issue permits quickly, streamlining low-risk approvals for homeowners and small businesses in the historic district.",Regulatory Burden and Slow Permitting,"Volunteer Review Panels for Low‑Risk Projects: Establish trained community review panels to assess and endorse very low-risk applications (temporary events, small home-based businesses) so municipalities can accept those endorsements for faster approval.",Fragmented Policy and Governance Architecture,"119 Cumberland Street, Lunenburg, NS B0J 2C0",https://www.townoflunenburg.ca,info@townoflunenburg.ca,44.37796,-64.3098233
Chambers of Commerce Group Insurance Plan (Chambers Plan) — via Halifax Chamber of Commerce,Halifax Chamber of Commerce,"The Halifax Chamber of Commerce provides access to the Chambers of Commerce Group Insurance Plan (Chambers Plan), a pooled benefits program designed for small and mid-sized employers. By aggregating employees from thousands of participating member businesses, the plan spreads risk and negotiates group rates for health, dental, life, disability, employee assistance, and group retirement savings options. This collective purchasing power lowers per-employee costs and helps small firms in HRM com...",Wage and Career Competitiveness,"Small-Business Benefits Consortium: A cooperative of local small businesses that pools resources to offer affordable group health, dental and retirement options, negotiated with insurers to lower per-employee costs and make jobs more competitive.",Fragmented Policy and Governance Architecture,"32 Akerley Boulevard, Dartmouth, NS B3B 1N1",https://halifaxchamber.com,info@halifaxchamber.com,44.7098064,-63.6035607
Leadership Halifax,Halifax Chamber of Commerce,"Leadership Halifax is a cohort-based civic leadership program for mid-career professionals that runs over several months and builds the competencies needed for senior roles in the region. Participants receive structured leadership training, are paired with community and industry mentors, and complete a team-based community impact project that acts as a capstone. The program also includes site visits and leader shadowing with partner organizations, providing short real-world exposures that mir...",Limited Mid-Career Progression and Firm Scale,"Mid-Career Leadership Fellowship: Run a local fellowship for professionals transitioning into senior roles that bundles mentoring, short secondments at partner firms, leadership training, and a capstone project to accelerate promotion-readiness within the community.",Fragmented Policy and Governance Architecture,"32 Akerley Boulevard, Dartmouth, NS B3B 1N1",https://halifaxchamber.com,info@halifaxchamber.com,44.7098064,-63.6035607
Business Support Series: Meet Your Funders,Halifax Chamber of Commerce,"The Halifax Chamber’s Business Support Series includes ""Meet Your Funders"" sessions that bring startups and small businesses face-to-face with BDC, ACOA, CBDCs, and local credit unions. Moderated discussions and Q&A allow lenders to explain risk appetites and documentation needs while founders provide feedback on barriers, helping co-develop pragmatic criteria and pathways to pilot lending approaches suitable for early-stage ventures.",Entrepreneurship Barriers and Access to Capital,"Lender–Startup Dialogue Workshops: Facilitated workshops where local lenders, credit unions and startups exchange perspectives, share case studies, and co-develop pragmatic lending criteria and pilot products that balance risk management with startup realities.",Fragmented Policy and Governance Architecture,"32 Akerley Boulevard, Unit 100, Dartmouth, NS B3B 1N1",https://halifaxchamber.com,info@halifaxchamber.com,44.7098064,-63.6035607
Halifax Chamber of Commerce – Child Care Policy and Advocacy,Halifax Chamber of Commerce,"The Halifax Chamber of Commerce gathers member data and community feedback on workforce barriers, including child care shortages, and publishes policy positions that inform municipal decision-makers. Leveraging this evidence, the Chamber advocates to Halifax Regional Municipality for land-use and permitting changes that make it easier to open and expand child care centres, and for municipal supports such as tax/fee relief and public investment partnerships to increase spaces. It also collabor...",Childcare Availability and Early Learning Workforce,"Advocacy and Municipal Support Task Force: A community task force that aggregates local needs data, advocates for zoning, licensing streamlining, municipal subsidies and public investment in childcare.",Fragmented Policy and Governance Architecture,"32A-7071 Bayers Road, Halifax, NS B3L 2C2",https://halifaxchamber.com,info@halifaxchamber.com,44.648618,-63.5859487
Municipal Report Card,Halifax Chamber of Commerce,"The Halifax Chamber of Commerce publishes an annual Municipal Report Card and related advocacy briefs that compile data and business feedback on permitting timelines, planning performance, and regulatory burden in HRM. By quantifying the economic impacts of delays and benchmarking service standards, the reports build evidence for municipal reform. This helps focus attention on streamlining approvals and prioritizing permits that enable investment, jobs, and housing development.",Regulatory Burden and Slow Permitting,Community Data & Impact Reports: Collect and publish local data on delayed projects' economic and social impacts to build evidence for municipal reform and prioritize permits that drive jobs and housing.,Fragmented Policy and Governance Architecture,"32 Akerley Boulevard, Dartmouth, NS B3B 1N1",https://halifaxchamber.com,info@halifaxchamber.com,44.7098064,-63.6035607
ECE Casual Relief Staff Program,Nova Scotia College of Early Childhood Education (NSCECE),"NSCECE operates a digital registry and dispatch service that connects licensed child care centres with qualified, vetted early childhood educators and assistants for shift coverage and short‑term placements. Centres post staffing needs and schedule coverage through the service, enabling rapid, on‑demand matching that helps programs maintain ratios and extend hours, which in turn expands reliable childcare availability for families.",Childcare Availability and Early Learning Workforce,"Local Childcare Matching Platform: A community-managed online/mobile platform listing licensed centres, available spots, qualified caregivers, and shared-shift matches with ratings and scheduling tools.",Fragmented Policy and Governance Architecture,"6208 Quinpool Road, Halifax, NS B3L 1A3",https://www.nscece.ca,info@nscece.ca,44.6456288,-63.5959962
Heritage Advisory Committee,Town of Truro,"Truro’s Heritage Advisory Committee is a committee of trained citizen volunteers who review applications for heritage properties and districts against established local standards. By issuing recommendations on minor, low-risk alterations and signage, the panel enables staff and Council to process permits faster, easing regulatory burden for residents and small businesses operating in heritage areas.",Regulatory Burden and Slow Permitting,"Volunteer Review Panels for Low‑Risk Projects: Establish trained community review panels to assess and endorse very low-risk applications (temporary events, small home-based businesses) so municipalities can accept those endorsements for faster approval.",Fragmented Policy and Governance Architecture,"695 Prince Street, Truro, NS B2N 5C1",https://www.truro.ca,info@truro.ca,45.3653532,-63.280498
Move to Truro,Town of Truro,"The Town of Truro’s relocation hub provides newcomers and returnees with centralized, practical information on jobs, housing, childcare, local services, and community events, along with stories that showcase quality of life. Municipal staff keep the portal content current and share it through regional business and alumni networks to help prospective residents evaluate opportunities and settle smoothly in Truro and Colchester County.",Provincial Brand and Talent Attraction Narrative,"Local Digital Relocation Portal: Create and maintain a simple, community-run web portal with practical relocation information (jobs, housing listings, childcare, service contacts, events, testimonials). Keep content updated by a rotating local editorial team and promote it to alumni networks.",Fragmented Policy and Governance Architecture,"695 Prince Street, Truro, NS B2N 1G5",https://www.truro.ca,info@truro.ca,45.3653532,-63.280498
Learners & Teachers (Interprofessional Practice & Learning),Nova Scotia Health,"Nova Scotia Health’s Learners & Teachers team partners with universities and colleges to plan and schedule clinical placements across hospitals and community sites. Through discipline-specific provincial committees and ongoing employer–educator advisory meetings, they align curricula with practice requirements and coordinate placement capacity, timelines, and preceptor supports. This sector-based structure ensures health programs and employers jointly plan work-integrated learning so that stu...",Skills Alignment and Work-Integrated Learning Gaps,"Community–Education–Employer Advisory Councils: Create local advisory councils (by town/region and by sector) that meet quarterly to align curriculum, co-op placements and apprenticeship spots with employer needs in trades, tech, health and the arts, and to coordinate funding and schedules across schools, colleges and employers.",Fragmented Policy and Governance Architecture,"7001 Mumford Road, Suite 200, Halifax, NS B3L 4N9",https://www.nshealth.ca,learners@nshealth.ca,44.6491232,-63.6183561
Nova Scotia Health Learner Placement Services,Nova Scotia Health,"Nova Scotia Health centrally coordinates clinical and non-clinical student placements across hospitals and community sites, matching learners with supervisors and departments based on program needs. The service manages onboarding requirements (e.g., immunizations, background checks, confidentiality and OHS training) and ensures appropriate liability/insurance coverage through affiliation agreements, easing the administrative load on schools and host units. By brokering placements and standard...",Skills Alignment and Work-Integrated Learning Gaps,"Local Work‑Integrated Learning Brokerage Service: Set up a community brokerage (municipal or non‑profit) that matches students with short placements, coordinates insurance and payroll, and handles onboarding paperwork so schools and employers face fewer barriers to offering placements.",Fragmented Policy and Governance Architecture,"1276 South Park Street, Halifax, NS B3H 2Y9",https://www.nshealth.ca,learners@nshealth.ca,44.6379204,-63.5800467
Halifax Newcomer Health Clinic,Nova Scotia Health,"A team-based primary care clinic that employs physicians, nurse practitioners, nurses, and social workers to provide initial primary care and mental health supports to government-assisted refugees and other newcomers, with interpretation and trauma-informed services. It prioritizes access for an underserved population and transitions patients to long-term community practices, demonstrating sustainable, collaborative primary care scheduling and wraparound support.",Health Care and Mental Health Access Shortfalls,"Primary care cooperative (community-owned clinic): A community-governed clinic model that hires NPs and physicians on sustainable schedules, offers team-based care and prioritizes access for youth and underserved populations.",Fragmented Policy and Governance Architecture,"6960 Mumford Road, Suite 2059, Halifax, NS B3L 4P1",https://www.nshealth.ca,,44.645137,-63.6190662
Learning and Employment Centre (LEC),Phoenix Youth Programs,"Phoenix’s LEC provides youth with one-on-one career coaching, employer-led workshops, and mock interviews to build job readiness and confidence. Staff and volunteer mentors connect young people to local employers for workplace tours, informational interviews, and ongoing mentorship, acting as an employer ambassador network that aligns youth skills with real hiring needs.",Skills Alignment and Work-Integrated Learning Gaps,"Youth Mentorship & Employer Ambassador Network: Create a community volunteer network of employer ambassadors and near‑peer mentors who provide career coaching, mock interviews, workplace visits and ongoing mentorship linking youth to local job opportunities.",Fragmented Policy and Governance Architecture,"5450 Gottingen Street, Halifax, NS B3K 2B8",https://phoenixyouth.ca,info@phoenixyouth.ca,44.6623291,-63.5984039
Phoenix Supportive Housing Program,Phoenix Youth Programs,"Phoenix’s Supportive Housing Program assists youth aged 16–24—including 2SLGBTQIA+ youth, African Nova Scotians, Indigenous youth, newcomers, and youth with disabilities—to access and maintain safe, affordable housing. Housing workers place youth in community apartments with rent subsidies or rent supplements where available, and provide intensive case management, tenancy education, and connections to income supports. The team emphasizes eviction prevention through landlord mediation, arrears...","Inclusion, Anti-Racism, and Reconciliation Gaps","Targeted Housing Supports: Develop local programs that prioritize affordable, accessible housing and rental supports for youth from marginalized communities, including transitional housing, rent supplements, and eviction-prevention assistance.",Fragmented Policy and Governance Architecture,"5450 Gottingen Street, Halifax, NS B3K 1A6",https://phoenixyouth.ca,info@phoenixyouth.ca,44.6505111,-63.5810952
PARL E‑Bike Lending Program,Pictou-Antigonish Regional Library,"Pictou-Antigonish Regional Library lends e‑bikes to cardholders through select branch pickup hubs, enabling residents to try electric cycling for short trips between towns and within communities. The program includes basic safety gear and orientation, and is supported by local partnerships and provincial grants to keep use affordable. By leveraging existing library branches as hubs, it directly implements the e‑bike library model to reduce transportation barriers in rural and small-town Nova ...",Transportation and Regional Connectivity Gaps,Shared Vehicles and E‑Bike Libraries: Establish community carshare and e-bike lending programs with pickup hubs in villages and campuses; combine membership fees and local grants to make short trips affordable and reduce barriers to mobility.,Fragmented Policy and Governance Architecture,"182 Dalhousie Street, New Glasgow, NS B2H 5E3",https://www.parl.ns.ca,info@parl.ns.ca,45.5879386,-62.6434641
Wi-Fi Hotspot Lending Program,Cape Breton Regional Library,"Cape Breton Regional Library lends mobile Wi‑Fi hotspots to cardholders, enabling internet access at home in communities where broadband is unreliable or unaffordable. By providing portable connectivity for remote learning, job applications, and online services, the program helps reduce digital access gaps for students, jobseekers, and low-income families across Cape Breton.",Digital Infrastructure Inequities,"Device Access and Refurbishment Initiatives: Run donation and refurbishment programs to provide low-cost laptops, tablets and mobile hotspots to students, jobseekers and low-income households.",Fragmented Policy and Governance Architecture,"50 Falmouth Street, Sydney, NS B1P 6X9",https://cbrl.ca,,46.1356139,-60.1934179
Community Support Program (Youth & Family Wellness),Mi’kmaw Native Friendship Centre,"The Mi’kmaw Native Friendship Centre’s Community Support Program and youth services offer culturally grounded wellness supports for urban Indigenous youth and families in Kjipuktuk/Halifax. Staff and Elders facilitate peer circles, land-based and cultural activities, and one-to-one supports, while Indigenous Navigators help youth access mental-health care and crisis services across systems. Programming is free and delivered in a culturally safe environment that addresses systemic barriers fac...","Inclusion, Anti-Racism, and Reconciliation Gaps","Mental Health and Peer Support Services: Expand culturally-safe, low-cost mental health and peer-support services targeted to youth from marginalized backgrounds, including mobile outreach and crisis navigation assistance.",Fragmented Policy and Governance Architecture,"2158 Gottingen Street, Halifax, NS B3K 3B4",https://www.mnfc.ca,info@mnfc.ca,44.652446,-63.5843154
Continuing Care Assistant (CCA) Recognition of Prior Learning and Work & Learn Pathways,Health Association Nova Scotia,"Health Association Nova Scotia coordinates employer-led RPL processes with long‑term care and home care members, where experienced workers and newcomers undergo competency reviews, on‑site skills demonstrations, and workplace assessments by employer assessors/preceptors. Candidates can be hired into paid ‘work and learn’ or trainee roles while completing any identified gaps, enabling conditional recognition and accelerated progression to full CCA certification and employment.",Credential Recognition and Labour Mobility Frictions,"Employer-led Skills Recognition Panels: Local employer consortia and trade associations convene panels to evaluate transferable skills and provide conditional recognition or expedited hiring pathways (competency testing, on‑site assessments, trial placements) so qualified people can work while completing formal credentialing.",Fragmented Policy and Governance Architecture,"2 Dartmouth Road, Suite 301, Bedford, NS B4A 2K7",https://www.healthassociation.ns.ca,info@healthassociation.ns.ca,44.7308815,-63.6554408
Hate Crime Unit and Online Hate Incident Reporting,Halifax Regional Police,"Halifax Regional Police’s Hate Crime Unit investigates criminal incidents motivated by bias, including those targeting race, Indigeneity, religion, gender identity/expression, sexual orientation, or disability. It maintains dedicated reporting options and community liaison programs, and provides rapid-response coordination with victims, businesses, and community groups to address and prevent harassment and hate-motivated incidents.","Inclusion, Anti-Racism, and Reconciliation Gaps","Community Safety and Anti-Harassment Protocols: Work with community groups and businesses to adopt clear anti-harassment policies, reporting mechanisms, and rapid-response supports for incidents targeting race, Indigeneity, gender identity, or disability.",Fragmented Policy and Governance Architecture,"1975 Gottingen Street, Halifax, NS B3J 2H1",https://www.halifax.ca,,44.6499659,-63.5799102
Emergency Relief Fund,The North Grove,"The North Grove operates a locally managed emergency fund that provides fast, flexible financial help to Dartmouth North households after storms, floods, and power outages. The fund issues grocery and essentials gift cards and helps cover urgent costs during evacuations or loss of income, functioning as a neighborhood-level mutual aid and resilience pool.",Climate Resilience and Environmental Risks,Community Mutual Aid and Resilience Funds: Establish local emergency funds or insurance pools managed by community organizations to provide quick financial support for households and small businesses after climate disasters.,Fragmented Policy and Governance Architecture,"6 Primrose Street, Dartmouth, NS B3A 4C5",https://thenorthgrove.ca,info@thenorthgrove.ca,44.6814085,-63.5860545
Sharp Advice Needle Exchange,Ally Centre of Cape Breton,"Sharp Advice provides low‑barrier harm reduction services including distribution of sterile supplies, take‑home naloxone kits, and safer‑use education. Peer outreach workers with lived experience offer nonjudgmental support and navigation, helping people connect to detox, opioid agonist treatment, and mental health and social services, reducing barriers to care for youth and adults.",Health Care and Mental Health Access Shortfalls,"Harm reduction and addiction peer navigation services: Peer navigators and community harm reduction sites that distribute naloxone, provide safer-use information, linkage to treatment and nonjudgmental support to reduce barriers into care.",Fragmented Policy and Governance Architecture,"150 Bentinck Street, Sydney, NS B1P 1G6",https://www.allycentreofcapebreton.com,info@allycentreofcapebreton.com,46.1363636,-60.1932013
Overdose Prevention & Stigma Reduction Education,Ally Centre of Cape Breton,"The Ally Centre of Cape Breton provides community training on overdose recognition and response (including naloxone), harm reduction basics, and respectful language, delivered to schools, service providers, and the general public. Through peer-informed talks, public awareness events, and dialogue sessions, the initiative challenges myths about addiction and homelessness, humanizes people who use drugs, and builds more compassionate and inclusive communities in Cape Breton.","Public Safety, Housing Insecurity, and Substance Use Harms","Public education and anti-stigma campaigns: Run local campaigns, school programs and community dialogues that humanize people who use drugs, correct myths about addiction, and promote inclusive neighbourhoods to improve perceptions of livability.",Fragmented Policy and Governance Architecture,"150 Bentinck Street, Sydney, NS B1P 6J8",https://www.allycentreofcapebreton.com,,46.1363636,-60.1932013
Access-A-Bus and Bus Stop Accessibility Improvements,Halifax Transit (Halifax Regional Municipality),"Halifax Transit operates Access-A-Bus, a door-to-door accessible transit service, and systematically upgrades bus stops, terminals, and ferries with features like accessible pads, low-floor buses, audible/visual stop announcements, and improved shelters. These efforts are guided by ongoing audits of stops and facilities to remove barriers and enhance wayfinding. The service publishes rider guides and clear information online so residents and visitors can plan accessible trips, directly aligni...","Inclusion, Anti-Racism, and Reconciliation Gaps","Accessible Community Spaces Initiative: Audit and upgrade public buildings, event venues, parks, and transit stops for physical accessibility and sensory-friendly features, and publish accessibility maps and guides for residents and visitors.",Fragmented Policy and Governance Architecture,"200 Ilsley Avenue, Dartmouth, NS B3B 1V1",https://www.halifax.ca,accessabus@halifax.ca,44.6930076,-63.5846318
Maritime Bus – Nova Scotia Intercity Service,Maritime Bus,"Maritime Bus provides scheduled intercity coach service connecting many Nova Scotia towns and rural areas with Halifax and other regional centres, enabling access to jobs, training, post-secondary institutions, and cultural amenities. The network acts as a shared shuttle option across the province, offering an alternative to car ownership for long-distance rural-to-urban travel.",Urban–Rural Opportunity Divide,"Rural transport solutions and ride-share networks: Organize community shuttle services, carpool networks or app-based shared rides to improve access to jobs, training and cultural amenities in regional centres without requiring car ownership.",Fragmented Policy and Governance Architecture,"6047 Almon Street, Halifax, NS B3K 1T9",https://www.maritimebus.com,info@maritimebus.com,44.6569914,-63.5992358
East Hants Internet Speed Test and Broadband Mapping,Municipality of East Hants,"East Hants collects local speed test results and service reports from residents to build detailed connectivity maps across its rural communities. The dataset is used to identify service gaps, prioritize investment areas, and provide evidence for provincial/federal broadband funding applications, while also giving the municipality leverage to hold providers accountable for improvements.",Digital Infrastructure Inequities,"Local Broadband Mapping and Speed Testing: Collect and publish neighbourhood-level coverage and speed data (speedtests, service gaps) to inform planning, strengthen funding applications, and hold providers accountable.",Fragmented Policy and Governance Architecture,"15 Commerce Court, Elmsdale, NS B2S 3K5",https://www.easthants.ca,info@easthants.ca,44.9784368,-63.5103035
Resilient East Hants – Climate Change Adaptation Plan,Municipality of East Hants,"Resilient East Hants runs community risk workshops where residents and staff collaboratively map flood-prone areas, culvert bottlenecks, and assets like wells, roads, and public buildings. Insights from these participatory mapping sessions refine municipal flood risk maps and inform co-designed neighbourhood actions including drainage improvements, floodproofing priorities, and evacuation and communication plans.",Climate Resilience and Environmental Risks,"Community Flood Mapping and Risk Workshops: Host participatory mapping sessions where residents contribute local knowledge to refine flood and erosion maps, identify vulnerable assets, and co-design neighbourhood adaptation actions.",Fragmented Policy and Governance Architecture,"15 Commerce Court, Elmsdale, NS B2S 3K5",https://www.easthants.ca,info@easthants.ca,44.9784368,-63.5103035
Colchester County Comfort Centres Network,Municipality of the County of Colchester,"The Municipality of Colchester designates and supports a network of comfort centres—often located in libraries, community centres, and fire halls—that have backup generators to remain operational during outages. These centres provide free public Wi‑Fi, charging stations, and a safe place for residents to stay connected for work, learning, and essential communications. The municipality invests in and maintains standby power at these public connectivity nodes to increase digital resiliency in r...",Digital Infrastructure Inequities,"Resiliency and Power Backup Projects: Install generator or battery backup at key public connectivity nodes (libraries, town halls, health centres) to keep communications and telework capabilities online during outages.",Fragmented Policy and Governance Architecture,"1 Church Street, Truro, NS B2N 3Z5",https://www.colchester.ca,info@colchester.ca,45.36568,-63.2759567
